Project,Station_Name,Station_Number,Latitude,Longitude,Sample_Code,Date,Date_Time,Result_DissNitrateNitrite,Result_DissNitrate,Detection_Condition_DissNitrateNitrite,Detection_Condition_DissNitrate,Reporting_Limit_DissNitrateNitrite,Reporting_Limit_DissNitrate,Units_DissNitrateNitrite,Units_DissNitrate,Method_DissNitrateNitrite,Method_DissNitrate
WQA Discrete Sampling and Special Studies,D10A,B9D80261551,38.042889,-121.920111,C0116B0067,2016-01-19,2016-01-19T18:55:00Z,0.4,2.9,Detected,Detected,0.01,1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Mokelumne River at Benson's Ferry,B9D81531264,38.255289,-121.439967,C0116B0033,2016-01-19,2016-01-19T20:40:00Z,0.5,2.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C3A,B9D82211312,38.367655,-121.520475,C0116B0034,2016-01-19,2016-01-19T21:20:00Z,0.43,2.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Westin Boat Dock,B9D83221310,38.536656,-121.516619,C0116B0035,2016-01-19,2016-01-19T22:10:00Z,0.38,2.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Cache Sl at Ryer,B9D81281401,38.213358,-121.668558,C0116B0047,2016-01-21,2016-01-21T18:25:00Z,0.65,3.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Lindsey Slough,B9D81481421,38.246667,-121.701667,C0116B0048,2016-01-21,2016-01-21T18:50:00Z,0.83,4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Upper Cache Slough,B9D81701460,38.282581,-121.766528,C0116B0049,2016-01-21,2016-01-21T19:10:00Z,0.82,5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Shag Slough at Liberty Island Bridge,B9S81841416,38.306528,-121.693278,C0116B0050,2016-01-21,2016-01-21T19:42:00Z,0.24,1.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Wildlands,B9D82011403,38.335564,-121.671156,C0116B0051,2016-01-21,2016-01-21T20:20:00Z,0.4,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Liberty Cut,B9D81971401,38.32885,-121.66753,C0116B0052,2016-01-21,2016-01-21T20:53:00Z,0.43,2.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,South Tip of Liberty Island,B9D81461410,38.24285,-121.6836,C0116B0053,2016-01-21,2016-01-21T21:25:00Z,0.53,3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,SDWC,B9D81621397,38.269411,-121.662322,C0116B0054,2016-01-21,2016-01-21T21:51:00Z,0.23,3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner below P,B9D81410400,38.235111,-121.665964,C0116B0055,2016-01-21,2016-01-21T22:07:00Z,0.35,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner at HWY84,B9D81751379,38.291658,-121.630842,C0116B0056,2016-01-21,2016-01-21T22:37:00Z,0.34,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Cache Sl at Ryer,B9D81281401,38.213358,-121.668558,C0216B0183,2016-02-02,2016-02-02T18:05:00Z,0.42,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Lindsey Slough,B9D81481421,38.246667,-121.701667,C0216B0184,2016-02-02,2016-02-02T18:20:00Z,0.57,2.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Upper Cache Slough,B9D81701460,38.282581,-121.766528,C0216B0185,2016-02-02,2016-02-02T18:37:00Z,1.06,5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Shag Slough at Liberty Island Bridge,B9S81841416,38.306528,-121.693278,C0216B0186,2016-02-02,2016-02-02T18:48:00Z,0.54,2.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Wildlands,B9D82011403,38.335564,-121.671156,C0216B0187,2016-02-02,2016-02-02T19:00:00Z,0.47,2.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Liberty Cut,B9D81971401,38.32885,-121.66753,C0216B0188,2016-02-02,2016-02-02T19:17:00Z,0.49,2.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,West Sac Intake,A0210451,38.598,-121.5494,C0216B0145,2016-02-02,2016-02-02T19:30:00Z,0.24,1.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,South Tip of Liberty Island,B9D81461410,38.24285,-121.6836,C0216B0189,2016-02-02,2016-02-02T19:49:00Z,0.56,2.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,SDWC,B9D81621397,38.269411,-121.662322,C0216B0190,2016-02-02,2016-02-02T20:00:00Z,0.47,2.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner below P,B9D81410400,38.235111,-121.665964,C0216B0191,2016-02-02,2016-02-02T20:13:00Z,0.29,1.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner at HWY84,B9D81751379,38.291658,-121.630842,C0216B0192,2016-02-02,2016-02-02T20:30:00Z,0.27,1.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Colusa,A0294500,38.7993,-121.7252,C0216B0146,2016-02-02,2016-02-02T21:10:00Z,0.4,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,NEMDEC,A0V83671280,38.611164,-121.467411,C0216B0147,2016-02-02,2016-02-02T22:10:00Z,1.37,7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,American River at WTP,A0714010,38.5596,-121.4169,C0216B0148,2016-02-02,2016-02-02T23:20:00Z,0.27,1.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C10A,B9D74081159,37.679343,-121.264857,C0216B0196,2016-02-03,2016-02-03T18:35:00Z,1.38,6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,D10A,B9D80261551,38.042889,-121.920111,C0216B0153,2016-02-03,2016-02-03T18:40:00Z,0.64,3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Rock Slough at Fish Screens,B9C75861385,37.977058,-121.642189,C0216B0154,2016-02-03,2016-02-03T20:00:00Z,1.05,5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Calaveras at UOP,B9D75891188,37.981361,-121.314,C0216B0197,2016-02-03,2016-02-03T20:30:00Z,1.33,6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Station 09,B9D75351342,37.891,-121.5702,C0216B0155,2016-02-03,2016-02-03T21:20:00Z,1.31,6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,P10A,B9D75351292,37.890778,-121.488361,C0216B0156,2016-02-03,2016-02-03T21:45:00Z,1.75,8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Mokelumne River at Benson's Ferry,B9D81531264,38.255289,-121.439967,C0216B0198,2016-02-03,2016-02-03T22:05:00Z,0.29,1.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Bacon Island,B9D75811344,37.9694,-121.5722,C0216B0157,2016-02-03,2016-02-03T22:40:00Z,1.1,5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C3A,B9D82211312,38.367655,-121.520475,C0216B0199,2016-02-03,2016-02-03T22:55:00Z,0.3,1.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Westin Boat Dock,B9D83221310,38.536656,-121.516619,C0216B0200,2016-02-03,2016-02-03T23:55:00Z,0.31,1.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C10A,B9D74081159,37.679343,-121.264857,C0216B0217,2016-02-16,2016-02-16T17:40:00Z,0.83,4.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Cache Sl at Ryer,B9D81281401,38.213358,-121.668558,C0216B0204,2016-02-16,2016-02-16T18:15:00Z,0.35,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Calaveras at UOP,B9D75891188,37.981361,-121.314,C0216B0218,2016-02-16,2016-02-16T18:30:00Z,0.81,4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Lindsey Slough,B9D81481421,38.246667,-121.701667,C0216B0205,2016-02-16,2016-02-16T18:40:00Z,0.42,2.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Upper Cache Slough,B9D81701460,38.282581,-121.766528,C0216B0206,2016-02-16,2016-02-16T18:55:00Z,0.68,3.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Shag Slough at Liberty Island Bridge,B9S81841416,38.306528,-121.693278,C0216B0207,2016-02-16,2016-02-16T19:10:00Z,0.56,2.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Wildlands,B9D82011403,38.335564,-121.671156,C0216B0208,2016-02-16,2016-02-16T19:20:00Z,0.24,1.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Liberty Cut,B9D81971401,38.32885,-121.66753,C0216B0209,2016-02-16,2016-02-16T19:33:00Z,0.23,1.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Mokelumne River at Benson's Ferry,B9D81531264,38.255289,-121.439967,C0216B0219,2016-02-16,2016-02-16T20:00:00Z,0.05,0.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,South Tip of Liberty Island,B9D81461410,38.24285,-121.6836,C0216B0210,2016-02-16,2016-02-16T20:10:00Z,0.43,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,SDWC,B9D81621397,38.269411,-121.662322,C0216B0211,2016-02-16,2016-02-16T20:33:00Z,0.35,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner below P,B9D81410400,38.235111,-121.665964,C0216B0212,2016-02-16,2016-02-16T20:48:00Z,0.29,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner at HWY84,B9D81751379,38.291658,-121.630842,C0216B0213,2016-02-16,2016-02-16T21:03:00Z,0.28,1.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,D10A,B9D80261551,38.042889,-121.920111,C0216B0224,2016-02-16,2016-02-16T21:05:00Z,0.5,2.6,Detected,Detected,0.01,2.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C3A,B9D82211312,38.367655,-121.520475,C0216B0220,2016-02-16,2016-02-16T21:10:00Z,0.28,1.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Westin Boat Dock,B9D83221310,38.536656,-121.516619,C0216B0221,2016-02-16,2016-02-16T21:55:00Z,0.27,1.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,West Sac Intake,A0210451,38.598,-121.5494,C0316B0321,2016-03-07,2016-03-07T16:40:00Z,0.13,0.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Colusa,A0294500,38.7993,-121.7252,C0316B0322,2016-03-07,2016-03-07T18:10:00Z,0.24,1.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,NEMDEC,A0V83671280,38.611164,-121.467411,C0316B0323,2016-03-07,2016-03-07T19:10:00Z,0.53,3.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,American River at WTP,A0714010,38.5596,-121.4169,C0316B0324,2016-03-07,2016-03-07T20:35:00Z,0.17,1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Cache Sl at Ryer,B9D81281401,38.213358,-121.668558,C0316B0329,2016-03-08,2016-03-08T18:52:00Z,0.36,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Lindsey Slough,B9D81481421,38.246667,-121.701667,C0316B0330,2016-03-08,2016-03-08T19:15:00Z,0.59,3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Upper Cache Slough,B9D81701460,38.282581,-121.766528,C0316B0331,2016-03-08,2016-03-08T19:33:00Z,0.86,5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Shag Slough at Liberty Island Bridge,B9S81841416,38.306528,-121.693278,C0316B0332,2016-03-08,2016-03-08T20:00:00Z,0.13,0.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Wildlands,B9D82011403,38.335564,-121.671156,C0316B0333,2016-03-08,2016-03-08T20:20:00Z,0.32,1.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Liberty Cut,B9D81971401,38.32885,-121.66753,C0316B0334,2016-03-08,2016-03-08T20:38:00Z,0.32,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,South Tip of Liberty Island,B9D81461410,38.24285,-121.6836,C0316B0335,2016-03-08,2016-03-08T21:00:00Z,0.37,1.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,SDWC,B9D81621397,38.269411,-121.662322,C0316B0336,2016-03-08,2016-03-08T21:31:00Z,0.34,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner below P,B9D81410400,38.235111,-121.665964,C0316B0337,2016-03-08,2016-03-08T21:47:00Z,0.19,1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner at HWY84,B9D81751379,38.291658,-121.630842,C0316B0338,2016-03-08,2016-03-08T22:07:00Z,0.16,1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C10A,B9D74081159,37.679343,-121.264857,C0316B0342,2016-03-09,2016-03-09T17:50:00Z,0.84,4.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Calaveras at UOP,B9D75891188,37.981361,-121.314,C0316B0343,2016-03-09,2016-03-09T19:10:00Z,0.58,3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Mokelumne River at Benson's Ferry,B9D81531264,38.255289,-121.439967,C0316B0344,2016-03-09,2016-03-09T20:40:00Z,0.27,1.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C3A,B9D82211312,38.367655,-121.520475,C0316B0345,2016-03-09,2016-03-09T21:33:00Z,0.16,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Westin Boat Dock,B9D83221310,38.536656,-121.516619,C0316B0346,2016-03-09,2016-03-09T22:20:00Z,0.16,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Bacon Island,B9D75811344,37.9694,-121.5722,C0316B0354,2016-03-10,2016-03-10T17:30:00Z,0.51,3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,P10A,B9D75351292,37.890778,-121.488361,C0316B0353,2016-03-10,2016-03-10T18:30:00Z,0.77,4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Station 09,B9D75351342,37.891,-121.5702,C0316B0352,2016-03-10,2016-03-10T19:00:00Z,0.68,4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Rock Slough at Fish Screens,B9C75861385,37.977058,-121.642189,C0316B0351,2016-03-10,2016-03-10T20:00:00Z,0.54,3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,D10A,B9D80261551,38.042889,-121.920111,C0316B0350,2016-03-10,2016-03-10T21:35:00Z,0.4,2.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Westin Boat Dock,B9D83221310,38.536656,-121.516619,C0316B0367,2016-03-21,2016-03-21T15:45:00Z,0.13,0.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C3A,B9D82211312,38.367655,-121.520475,C0316B0366,2016-03-21,2016-03-21T16:50:00Z,0.15,0.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Mokelumne River at Benson's Ferry,B9D81531264,38.255289,-121.439967,C0316B0365,2016-03-21,2016-03-21T17:35:00Z,0.15,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Calaveras at UOP,B9D75891188,37.981361,-121.314,C0316B0364,2016-03-21,2016-03-21T18:30:00Z,0.45,3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C10A,B9D74081159,37.679343,-121.264857,C0316B0363,2016-03-21,2016-03-21T19:35:00Z,0.78,4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Cache Sl at Ryer,B9D81281401,38.213358,-121.668558,C0316B0376,2016-03-22,2016-03-22T16:31:00Z,0.14,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Lindsey Slough,B9D81481421,38.246667,-121.701667,C0316B0377,2016-03-22,2016-03-22T16:47:00Z,0.22,1.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Upper Cache Slough,B9D81701460,38.282581,-121.766528,C0316B0378,2016-03-22,2016-03-22T17:05:00Z,1.4,7.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Shag Slough at Liberty Island Bridge,B9S81841416,38.306528,-121.693278,C0316B0379,2016-03-22,2016-03-22T17:21:00Z,NA,0.2,Not Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Wildlands,B9D82011403,38.335564,-121.671156,C0316B0380,2016-03-22,2016-03-22T17:41:00Z,0.04,0.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Liberty Cut,B9D81971401,38.32885,-121.66753,C0316B0381,2016-03-22,2016-03-22T17:55:00Z,0.09,0.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,South Tip of Liberty Island,B9D81461410,38.24285,-121.6836,C0316B0382,2016-03-22,2016-03-22T18:17:00Z,0.12,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,SDWC,B9D81621397,38.269411,-121.662322,C0316B0383,2016-03-22,2016-03-22T18:33:00Z,0.23,1.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner below P,B9D81410400,38.235111,-121.665964,C0316B0384,2016-03-22,2016-03-22T18:46:00Z,0.14,0.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,D10A,B9D80261551,38.042889,-121.920111,C0316B0400,2016-03-22,2016-03-22T19:00:00Z,0.26,1.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner at HWY84,B9D81751379,38.291658,-121.630842,C0316B0385,2016-03-22,2016-03-22T19:18:00Z,0.14,0.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,West Sac Intake,A0210451,38.598,-121.5494,C0416B0422,2016-04-04,2016-04-04T16:45:00Z,0.14,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Colusa,A0294500,38.7993,-121.7252,C0416B0423,2016-04-04,2016-04-04T17:50:00Z,0.1,0.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,American River at WTP,A0714010,38.5596,-121.4169,C0416B0425,2016-04-04,2016-04-04T20:10:00Z,0.1,0.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,NEMDEC,A0V83671280,38.611164,-121.467411,C0416B0424,2016-04-04,2016-04-04T21:00:00Z,1.6,7.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Cache Sl at Ryer,B9D81281401,38.213358,-121.668558,C0416B0430,2016-04-05,2016-04-05T17:18:00Z,0.17,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
