"sample_code","collection_date","station_number","rpt_limit_field_specific_conductance","rpt_limit_dissolved_nitrate_nitrite","rpt_limit_total_kjeldahl_nitrogen","rpt_limit_dissolved_nitrate","result_field_specific_conductance","result_dissolved_nitrate_nitrite","result_total_kjeldahl_nitrogen","result_dissolved_nitrate","method_field_specific_conductance","method_dissolved_nitrate_nitrite","method_total_kjeldahl_nitrogen","method_dissolved_nitrate","nitrate_as_N","nitrate_RL_as_N","total_nitrogen","tn_vs_no3","difference"
"C0918B1026",2018-09-10,"B9D75351292",NA,0.01,0.1,0.1,NA,0.18,0.3,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.48,"greater",0.317209302325581
"C0918B1038",2018-09-11,"B9D81481421",NA,0.01,0.1,0.1,NA,0.09,0.3,0.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0697674418604651,0.0232558139534884,0.39,"greater",0.320232558139535
"C0918B1045",2018-09-11,"B9D81410400",NA,0.01,0.1,0.1,NA,0.113,0.3,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.413,"greater",0.319976744186046
"C0918B1046",2018-09-11,"B9D81751379",NA,0.01,0.1,0.1,NA,0.1,0.6,0.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0697674418604651,0.0232558139534884,0.7,"greater",0.630232558139535
"C0918B1087",2018-09-25,"B9D81481421",NA,0.01,0.1,0.1,NA,0.114,0.3,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.414,"greater",0.320976744186046
"C0918B1094",2018-09-25,"B9D81410400",NA,0.01,0.1,0.1,NA,0.151,0.5,0.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.13953488372093,0.0232558139534884,0.651,"greater",0.51146511627907
"C0918B1095",2018-09-25,"B9D81751379",NA,0.01,0.1,0.1,NA,0.094,0.5,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.594,"greater",0.500976744186046
"C1018B1104",2018-10-08,"A0V83671280",NA,0.01,0.1,0.1,NA,1.27,0.8,5.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.2093023255814,0.0232558139534884,2.07,"greater",0.860697674418605
"C1018B1135",2018-10-09,"B9D81481421",NA,0.01,0.1,0.1,NA,0.19,0.4,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.59,"greater",0.427209302325582
"C1018B1142",2018-10-09,"B9D81410400",NA,0.01,0.1,0.1,NA,0.23,0.6,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.83,"greater",0.620697674418605
"C1018B1143",2018-10-09,"B9D81751379",NA,0.01,0.1,0.1,NA,0.17,0.436,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.606,"greater",0.443209302325581
"C1018B1148",2018-10-10,"B9D81531264",NA,0.01,0.1,0.1,NA,0.016,0.158,0.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0697674418604651,0.0232558139534884,0.174,"greater",0.104232558139535
"C1018B1155",2018-10-11,"B9D75351292",NA,0.01,0.1,0.1,NA,0.43,0.3,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.73,"greater",0.264883720930233
"C1018B1208",2018-10-23,"B9D81481421",NA,0.01,0.1,0.1,NA,0.29,0.318,1.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.255813953488372,0.0232558139534884,0.608,"greater",0.352186046511628
"C1018B1215",2018-10-23,"B9D81410400",NA,0.01,0.1,0.1,NA,0.248,0.433,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,0.681,"greater",0.448441860465116
"C1018B1216",2018-10-23,"B9D81751379",NA,0.01,0.1,0.1,NA,0.191,0.6,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.791,"greater",0.628209302325581
"C1118B1234",2018-11-05,"A0V83671280",NA,0.25,0.1,0.1,NA,6.2,0.6,26.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",6.16279069767442,0.0232558139534884,6.8,"greater",0.637209302325581
"C1118B1242",2018-11-05,"B9D75351292",NA,0.05,0.1,0.1,NA,0.65,0.3,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,0.95,"greater",0.252325581395349
"C1118B1247",2018-11-06,"B9D81481421",NA,0.05,0.1,0.1,NA,0.36,0.254,1.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.302325581395349,0.0232558139534884,0.614,"greater",0.311674418604651
"C1118B1254",2018-11-06,"B9D81410400",NA,0.05,0.1,0.1,NA,0.4,0.3,3.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.744186046511628,0.0232558139534884,0.7,"less",-0.0441860465116281
"C1118B1255",2018-11-06,"B9D81751379",NA,0.05,0.1,0.1,NA,0.23,0.7,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.93,"greater",0.720697674418605
"C1218B1364",2018-12-03,"A0V83671280",NA,0.05,0.1,0.1,NA,1.07,1.1,4.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.02325581395349,0.0232558139534884,2.17,"greater",1.14674418604651
"C1218B1372",2018-12-03,"B9D75351292",NA,0.05,0.1,0.1,NA,0.67,0.4,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,1.07,"greater",0.372325581395349
"C1218B1376",2018-12-04,"B9D81481421",NA,0.05,0.1,0.1,NA,0.52,0.5,2.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.534883720930233,0.0232558139534884,1.02,"greater",0.485116279069768
"C1218B1383",2018-12-04,"B9D81410400",NA,0.05,0.1,0.1,NA,0.35,0.6,1.51,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.351162790697674,0.0232558139534884,0.95,"greater",0.598837209302326
"C1218B1384",2018-12-04,"B9D81751379",NA,0.05,0.1,0.1,NA,0.47,0.874,2.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.488372093023256,0.0232558139534884,1.344,"greater",0.855627906976744
"C1218B1389",2018-12-05,"B9D81531264",NA,0.05,0.1,0.1,NA,0.06,0.3,0.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0697674418604651,0.0232558139534884,0.36,"greater",0.290232558139535
"C1218B1430",2018-12-17,"B9D81531264",NA,0.05,0.1,0.1,NA,0.081,1,0.34,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0790697674418605,0.0232558139534884,1.081,"greater",1.00193023255814
"C1218B1439",2018-12-18,"B9D81481421",NA,0.05,0.1,0.1,NA,0.513,0.467,2.19,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.509302325581395,0.0232558139534884,0.98,"greater",0.470697674418605
"C1218B1443",2018-12-18,"B9D81971401",NA,0.05,0.1,0.1,NA,0.057,0.327,0.254,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0590697674418605,0.0232558139534884,0.384,"greater",0.32493023255814
"C1218B1446",2018-12-18,"B9D81410400",NA,0.05,0.1,0.1,NA,0.332,1.05,1.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.325581395348837,0.0232558139534884,1.382,"greater",1.05641860465116
"C1218B1447",2018-12-18,"B9D81751379",NA,0.05,0.1,0.1,NA,0.264,0.8,1.11,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.258139534883721,0.0232558139534884,1.064,"greater",0.805860465116279
"C0119B0010",2019-01-07,"A0V83671280",NA,0.05,0.1,0.1,NA,0.819,0.74,3.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.813953488372093,0.0232558139534884,1.559,"greater",0.745046511627907
"C0119B0028",2019-01-08,"B9D81971401",NA,0.05,0.1,0.1,NA,0.102,0.568,0.44,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.102325581395349,0.0232558139534884,0.67,"greater",0.567674418604651
"C0119B0030",2019-01-08,"B9D81410400",NA,0.05,0.1,0.1,NA,0.305,0.578,1.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.302325581395349,0.0232558139534884,0.883,"greater",0.580674418604651
"C0119B0015",2019-01-09,"B9D75351292",NA,0.05,0.1,0.1,NA,1.02,0.625,4.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.976744186046512,0.0232558139534884,1.645,"greater",0.668255813953488
"C0219B0068",2019-02-04,"B9D75351292",NA,0.05,0.1,0.1,NA,1.29,0.7,5.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.25581395348837,0.0232558139534884,1.99,"greater",0.734186046511628
"C0219B0070",2019-02-04,"B2D81531267",NA,0.05,0.1,0.1,NA,0.07,0.3,0.22,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0511627906976744,0.0232558139534884,0.37,"greater",0.318837209302326
"C0219B0075",2019-02-04,"A0V83671280",NA,0.05,0.1,0.1,NA,0.72,0.746,3.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.72093023255814,0.0232558139534884,1.466,"greater",0.74506976744186
"C0219B0081",2019-02-06,"B9D81971401",NA,0.05,0.1,0.1,NA,0.49,0.9,2.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.511627906976744,0.0232558139534884,1.39,"greater",0.878372093023256
"C0219B0083",2019-02-06,"B9D81410400",NA,0.05,0.1,0.1,NA,0.34,0.7,1.45,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.337209302325581,0.0232558139534884,1.04,"greater",0.702790697674419
"C0319B0199",2019-03-11,"A0V83671280",NA,0.05,0.1,0.1,NA,1.15,0.8,4.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.04651162790698,0.0232558139534884,1.95,"greater",0.903488372093023
"C0219B0186",2019-03-12,"B9D81971401",NA,0.05,0.1,0.1,NA,0.218,0.315,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.533,"greater",0.323697674418605
"C0219B0188",2019-03-12,"B9D81410400",NA,0.05,0.1,0.1,NA,0.21,0.376,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.586,"greater",0.376697674418605
"C0319B0192",2019-03-13,"B9D75351292",NA,0.05,0.1,0.1,NA,0.49,0.3,1.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.441860465116279,0.0232558139534884,0.79,"greater",0.348139534883721
"C0319B0194",2019-03-13,"B2D81531267",NA,0.05,0.1,0.1,NA,0.06,0.126,0.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.186046511627907,0.0232558139534884,0.186,"less",-4.65116279070033e-05
"C0419B0275",2019-04-09,"B9D75351292",NA,0.05,0.1,0.1,NA,0.193,0.317,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.51,"greater",0.300697674418605
"C0419B0266",2019-04-10,"B9D81410400",NA,0.05,0.1,0.1,NA,0.125,0.3,0.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.13953488372093,0.0232558139534884,0.425,"greater",0.28546511627907
"C0419B0328",2019-04-11,"A0V83671280",NA,0.05,0.1,0.1,NA,0.89,0.8,4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.930232558139535,0.0232558139534884,1.69,"greater",0.759767441860465
"C0519B0345",2019-05-06,"A0V83671280",NA,0.05,0.1,0.1,NA,2.32,0.7,9.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",2.25581395348837,0.0232558139534884,3.02,"greater",0.764186046511627
"C0519B0360",2019-05-08,"B9D75351292",NA,0.05,0.1,0.1,NA,0.3,0.3,1.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.325581395348837,0.0232558139534884,0.6,"greater",0.274418604651163
"C0519B0368",2019-05-09,"B9D81971401",NA,0.05,0.1,0.1,NA,0.122,0.5,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.622,"greater",0.505720930232558
"C0519B0365",2019-05-09,"B9D81971401",NA,0.05,0.1,0.1,NA,0.11,0.6,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.71,"greater",0.593720930232558
"C0519B0370",2019-05-09,"B9D81410400",NA,0.05,0.1,0.1,NA,0.114,0.3,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.414,"greater",0.297720930232558
"C0619B0456",2019-06-03,"A0V83671280",NA,0.05,0.1,0.1,NA,1.6,0.6,7.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.65116279069767,0.0232558139534884,2.2,"greater",0.548837209302326
"C0519B0464",2019-06-04,"B9D81971401",NA,0.05,0.1,0.1,NA,0.35,0.6,1.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.372093023255814,0.0232558139534884,0.95,"greater",0.577906976744186
"C0519B0466",2019-06-04,"B9D81410400",NA,0.05,0.1,0.1,NA,0.127,0.317,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.444,"greater",0.327720930232558
"C0619B0479",2019-06-06,"B9D75351292",NA,0.05,0.1,0.1,NA,0.38,0.2,1.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.395348837209302,0.0232558139534884,0.58,"greater",0.184651162790698
"C0719B0655",2019-07-08,"B9D75351292",NA,0.05,0.1,0.1,NA,0.204,0.248,3.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.767441860465116,0.0232558139534884,0.452,"less",-0.315441860465116
"C0719B0664",2019-07-09,"B9D81410400",NA,0.05,0.1,0.1,NA,0.139,0.396,0.55,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.127906976744186,0.0232558139534884,0.535,"greater",0.407093023255814
"C0719B0675",2019-07-10,"A0V83671280",NA,0.25,0.1,0.1,NA,3.17,0.617,13,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",3.02325581395349,0.0232558139534884,3.787,"greater",0.763744186046512
"C0819B0813",2019-08-02,"B9D75351292",NA,0.05,0.1,0.1,NA,0.252,0.363,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,0.615,"greater",0.382441860465116
"C0819B0820",2019-08-05,"A0V83671280",NA,0.05,0.1,0.1,NA,2.45,0.653,10.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",2.37209302325581,0.0232558139534884,3.103,"greater",0.730906976744186
"C0819B0829",2019-08-06,"B9D81410400",NA,0.05,0.1,0.1,NA,0.153,0.383,0.534,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.124186046511628,0.0232558139534884,0.536,"greater",0.411813953488372
"C0919B0845",2019-09-03,"B9D75351292",NA,0.05,0.1,0.1,NA,0.242,0.288,1.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.255813953488372,0.0232558139534884,0.53,"greater",0.274186046511628
"C0919B0854",2019-09-04,"B9D81410400",NA,0.05,0.1,0.1,NA,0.103,0.275,0.46,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.106976744186047,0.0232558139534884,0.378,"greater",0.271023255813953
"C1019B0954",2019-10-07,"B9D75351292",NA,0.05,0.1,0.1,NA,0.373,0.265,1.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.348837209302326,0.0232558139534884,0.638,"greater",0.289162790697674
"C1119B1003",2019-11-05,"B9D81410400",NA,0.05,0.1,0.1,NA,0.288,0.38,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,0.668,"greater",0.388930232558139
"C1119B1009",2019-11-06,"B9D75351292",NA,0.05,0.1,0.1,NA,0.317,0.268,1.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.325581395348837,0.0232558139534884,0.585,"greater",0.259418604651163
"C1219B1331",2019-12-03,"B9D81971401",NA,0.05,0.1,0.1,NA,0.07,0.298,0.271,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0630232558139535,0.0232558139534884,0.368,"greater",0.304976744186046
"C1219B1333",2019-12-03,"B9D81410400",NA,0.05,0.1,0.1,NA,0.219,0.575,0.878,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.204186046511628,0.0232558139534884,0.794,"greater",0.589813953488372
"C1219B1339",2019-12-04,"A0V83671280",NA,0.05,0.1,0.1,NA,0.647,1.45,2.45,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.569767441860465,0.0232558139534884,2.097,"greater",1.52723255813953
"C1219B1346",2019-12-05,"B9D75351292",NA,0.05,0.1,0.1,NA,0.649,0.445,2.54,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.590697674418605,0.0232558139534884,1.094,"greater",0.503302325581395
"C0120B0004",2020-01-07,"B9D81971401",NA,0.05,0.1,0.1,NA,0.17,0.4,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.57,"greater",0.407209302325582
"C0120B0006",2020-01-07,"B9D81410400",NA,0.05,0.1,0.1,NA,0.29,0.6,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,0.89,"greater",0.610930232558139
"C0120B0018",2020-01-08,"A0V83671280",NA,0.05,0.1,0.1,NA,1.1,0.8,4.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.13953488372093,0.0232558139534884,1.9,"greater",0.76046511627907
"C0120B0071",2020-01-09,"B9D75351292",NA,0.05,0.1,0.1,NA,0.95,0.5,4.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.953488372093023,0.0232558139534884,1.45,"greater",0.496511627906977
"C0220B0079",2020-02-04,"B9D81971401",NA,0.05,0.1,0.1,NA,0.14,0.3,0.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.13953488372093,0.0232558139534884,0.44,"greater",0.30046511627907
"C0220B0081",2020-02-04,"B9D81410400",NA,0.05,0.1,0.1,NA,0.27,0.4,1.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.255813953488372,0.0232558139534884,0.67,"greater",0.414186046511628
"C0220B0087",2020-02-05,"A0V83671280",NA,0.05,0.1,0.1,NA,1.84,0.6,7.75,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.80232558139535,0.0232558139534884,2.44,"greater",0.637674418604651
"C0220B0099",2020-02-06,"B9D75351292",NA,0.05,0.1,0.1,NA,0.87,0.5,3.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.837209302325581,0.0232558139534884,1.37,"greater",0.532790697674419
"C0320B0198",2020-03-03,"B9D81410400",NA,0.05,0.1,0.1,NA,0.18,0.5,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.68,"greater",0.517209302325581
"C0320B0204",2020-03-04,"A0V83671280",NA,0.05,0.1,0.1,NA,1.43,0.5,6.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.41860465116279,0.0232558139534884,1.93,"greater",0.511395348837209
"C0320B0211",2020-03-05,"B9D75351292",NA,0.05,0.1,0.1,NA,0.68,0.6,2.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.674418604651163,0.0232558139534884,1.28,"greater",0.605581395348837
"CC0110B0698",2010-01-05,"B9D75351342",NA,0.01,0.1,0.5,NA,0.72,0.4,3.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.790697674418605,0.116279069767442,1.12,"greater",0.329302325581395
"CC0110B0701",2010-01-05,"B9D75811344",NA,0.01,0.1,0.333,NA,0.54,0.4,2.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.604651162790698,0.0774418604651163,0.94,"greater",0.335348837209302
"CC0110B0094",2010-01-19,"B0D74831187",NA,0.01,0.1,0.1,NA,0.42,1.1,1.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.441860465116279,0.0232558139534884,1.52,"greater",1.07813953488372
"CA0110B0033",2010-01-21,"B0D74831187",NA,0.01,0.1,0.1,NA,0.34,1,1.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.372093023255814,0.0232558139534884,1.34,"greater",0.967906976744186
