"long_station_name","short_station_name","station_number","sample_code","collection_date","analyte","result","rpt_limit","units","method","sample_type","description","notes"
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0914B1048",2014-09-15,"Dissolved Nitrate + Nitrite","0.03",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0914B1051",2014-09-16,"Dissolved Nitrate","1.4",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0914B1051",2014-09-16,"Dissolved Nitrate + Nitrite","0.44",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C1014B1093",2014-10-06,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C1014B1093",2014-10-06,"Dissolved Nitrate + Nitrite","0.04",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1014B1197",2014-10-06,"Dissolved Nitrate","1.5",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1014B1197",2014-10-06,"Dissolved Nitrate + Nitrite","0.44",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C1014B1094",2014-10-06,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C1014B1094",2014-10-06,"Dissolved Nitrate + Nitrite","0.04",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1014B1198",2014-10-06,"Dissolved Nitrate","1.5",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1014B1198",2014-10-06,"Dissolved Nitrate + Nitrite","0.44",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C1014B1126",2014-10-07,"Dissolved Nitrate","0.4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C1014B1126",2014-10-07,"Dissolved Nitrate + Nitrite","0.1",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C1014B1127",2014-10-07,"Dissolved Nitrate","0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C1014B1127",2014-10-07,"Dissolved Nitrate + Nitrite","0.04",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C1014B1115",2014-10-07,"Dissolved Nitrate","2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C1014B1115",2014-10-07,"Dissolved Nitrate + Nitrite","0.37",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1014B1143",2014-10-20,"Dissolved Nitrate","1.5",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1014B1143",2014-10-20,"Dissolved Nitrate + Nitrite","0.46",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C1014B1150",2014-10-20,"Dissolved Nitrate","0.5",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C1014B1150",2014-10-20,"Dissolved Nitrate + Nitrite","0.12",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C1014B1151",2014-10-20,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C1014B1151",2014-10-20,"Dissolved Nitrate + Nitrite","0.05",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C1014B1136",2014-10-21,"Dissolved Nitrate","2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C1014B1136",2014-10-21,"Dissolved Nitrate + Nitrite","0.45",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C1114B1248",2014-11-03,"Dissolved Nitrate","1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C1114B1248",2014-11-03,"Dissolved Nitrate + Nitrite","0.23",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C1114B1249",2014-11-03,"Dissolved Nitrate","1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C1114B1249",2014-11-03,"Dissolved Nitrate + Nitrite","0.23",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1114B1256",2014-11-03,"Dissolved Nitrate","1.8",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1114B1256",2014-11-03,"Dissolved Nitrate + Nitrite","0.48",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1114B1257",2014-11-03,"Dissolved Nitrate","1.7",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1114B1257",2014-11-03,"Dissolved Nitrate + Nitrite","0.48",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C1114B1270",2014-11-04,"Dissolved Nitrate","2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C1114B1270",2014-11-04,"Dissolved Nitrate + Nitrite","0.42",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C1114B1281",2014-11-04,"Dissolved Nitrate","1.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C1114B1281",2014-11-04,"Dissolved Nitrate + Nitrite","0.25",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C1114B1282",2014-11-04,"Dissolved Nitrate","0.9",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C1114B1282",2014-11-04,"Dissolved Nitrate + Nitrite","0.21",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1114B1322",2014-11-17,"Dissolved Nitrate","1.9",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1114B1322",2014-11-17,"Dissolved Nitrate + Nitrite","0.47",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C1114B1307",2014-11-17,"Dissolved Nitrate","2.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C1114B1307",2014-11-17,"Dissolved Nitrate + Nitrite","0.46",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C1114B1318",2014-11-17,"Dissolved Nitrate","0.8",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C1114B1318",2014-11-17,"Dissolved Nitrate + Nitrite","0.18",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C1114B1319",2014-11-17,"Dissolved Nitrate","0.8",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C1114B1319",2014-11-17,"Dissolved Nitrate + Nitrite","0.17",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C1214B1366",2014-12-01,"Dissolved Nitrate","0.8",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C1214B1366",2014-12-01,"Dissolved Nitrate + Nitrite","0.18",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C1214B1367",2014-12-01,"Dissolved Nitrate","0.8",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C1214B1367",2014-12-01,"Dissolved Nitrate + Nitrite","0.18",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1214B1374",2014-12-02,"Dissolved Nitrate","2.2",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1214B1374",2014-12-02,"Dissolved Nitrate + Nitrite","0.54",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1214B1375",2014-12-02,"Dissolved Nitrate","2.2",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1214B1375",2014-12-02,"Dissolved Nitrate + Nitrite","0.54",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C1214B1399",2014-12-02,"Dissolved Nitrate","0.9",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C1214B1399",2014-12-02,"Dissolved Nitrate + Nitrite","0.21",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C1214B1400",2014-12-02,"Dissolved Nitrate","0.8",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C1214B1400",2014-12-02,"Dissolved Nitrate + Nitrite","0.17",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C1214B1388",2014-12-04,"Dissolved Nitrate","2.4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C1214B1388",2014-12-04,"Dissolved Nitrate + Nitrite","0.54",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C1214B1448",2014-12-15,"Dissolved Nitrate","1.8",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C1214B1448",2014-12-15,"Dissolved Nitrate + Nitrite","0.43",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C1214B1449",2014-12-15,"Dissolved Nitrate","1.7",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C1214B1449",2014-12-15,"Dissolved Nitrate + Nitrite","0.41",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1214B1483",2014-12-17,"Dissolved Nitrate","2.7",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C1214B1483",2014-12-17,"Dissolved Nitrate + Nitrite","0.6",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C1214B1437",2014-12-23,"Dissolved Nitrate","2.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C1214B1437",2014-12-23,"Dissolved Nitrate + Nitrite","0.56",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0115B0002",2015-01-05,"Dissolved Nitrate","2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0115B0002",2015-01-05,"Dissolved Nitrate + Nitrite","0.36",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0115B0001",2015-01-05,"Dissolved Nitrate","2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0115B0009",2015-01-05,"Dissolved Nitrate","2.7",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0115B0001",2015-01-05,"Dissolved Nitrate + Nitrite","0.39",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0115B0009",2015-01-05,"Dissolved Nitrate + Nitrite","0.63",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0115B0010",2015-01-05,"Dissolved Nitrate","2.7",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0115B0010",2015-01-05,"Dissolved Nitrate + Nitrite","0.63",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0115B0025",2015-01-06,"Dissolved Nitrate","2.4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0115B0025",2015-01-06,"Dissolved Nitrate + Nitrite","0.49",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0115B0034",2015-01-06,"Dissolved Nitrate","1.9",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0115B0034",2015-01-06,"Dissolved Nitrate + Nitrite","0.4",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0115B0035",2015-01-06,"Dissolved Nitrate","1.9",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0115B0035",2015-01-06,"Dissolved Nitrate + Nitrite","0.4",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0115B0078",2015-01-20,"Dissolved Nitrate","2.7",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0115B0078",2015-01-20,"Dissolved Nitrate + Nitrite","0.56",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0115B0127",2015-01-21,"Dissolved Nitrate","1.6",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0115B0127",2015-01-21,"Dissolved Nitrate + Nitrite","0.36",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0115B0128",2015-01-21,"Dissolved Nitrate","1.5",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0115B0128",2015-01-21,"Dissolved Nitrate + Nitrite","0.35",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0115B0118",2015-01-21,"Dissolved Nitrate","2.7",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0115B0118",2015-01-21,"Dissolved Nitrate + Nitrite","0.66",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0215B0150",2015-02-02,"Dissolved Nitrate","0.9",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0215B0150",2015-02-02,"Dissolved Nitrate + Nitrite","0.16",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0215B0158",2015-02-02,"Dissolved Nitrate","3.2",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0215B0158",2015-02-02,"Dissolved Nitrate + Nitrite","0.53",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0215B0182",2015-02-03,"Dissolved Nitrate","1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0215B0182",2015-02-03,"Dissolved Nitrate + Nitrite","0.21",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0215B0183",2015-02-03,"Dissolved Nitrate","0.9",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0215B0183",2015-02-03,"Dissolved Nitrate + Nitrite","0.17",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0215B0173",2015-02-05,"Dissolved Nitrate","2.6",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0215B0173",2015-02-05,"Dissolved Nitrate + Nitrite","0.54",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0215B0221",2015-02-17,"Dissolved Nitrate","2.6",0.25,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0215B0221",2015-02-17,"Dissolved Nitrate + Nitrite","0.59",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0215B0241",2015-02-18,"Dissolved Nitrate","1.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0215B0241",2015-02-18,"Dissolved Nitrate + Nitrite","0.28",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0215B0242",2015-02-18,"Dissolved Nitrate","1.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0215B0242",2015-02-18,"Dissolved Nitrate + Nitrite","0.24",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
